review id,review title,review text,review rating,review do_recommend,review num_helpful,review date
62512,2nd purchase,I bought one last year for one cousin and had to continue for another this year. Great buy imo.,4,True,0,2016-12-14
52212,can download audio books,it is small enough to carry in your purse and open up a whole new world while waiting at appointments.,5,True,0,2016-12-14
41912,Bought as a Gift,Looks pretty solid will update review as soon as gift is opened .,5,True,0,2016-12-14
712,Great reader,Gift for my mom and she had no problem learning to use.,5,True,0,2016-12-14
39015,An excellant product.,This my 2nd Kindle. I am so happy with it. The price was right and I could not resist buying another.,5,True,0,2016-12-14
18415,Nice tablet for amazon users,Bought this for someone as a gift. They are big on amazon kindle so this was a huge plus with other features and amazon store improving. They love it.I know other tablets have kindle apps but this was an awesome price.,5,True,0,2016-12-14
8115,GREAT VALUE,BOUGHT MINE ON BLACK FRIDAY AND IT IS AWESOME. MY FIRST TABLET AND IT IS GREAT WITH ALL OF THE AMAZON FEATURES.,5,True,0,2016-12-14
87618,Best purchase ever,So easy to use and can do so much more than just read on it,5,True,0,2016-12-14
56718,Christmas gift,This is a Christmas gift for my granddaughter. I purchased this one because I heard a lot of good things about it and the price was great on black Friday.,5,True,0,2016-12-14
25818,Gift for relative.,My Aunt is 86 and has never used a computer. She does not have internet at her house. But she loves to read and loves to learn and now will be challenged while learning to use her new Kindle.,5,True,0,2016-12-14
5218,This is my 4th one. Love them,My whole family uses these tablets. We love them and with Prime it is awesome.,5,True,0,2016-12-14
84721,Great,It works just right. My husband loves it too. It does well with my kids.,5,True,0,2016-12-14
12621,Great reading device,Easy to use reading device. Looking forward to watching movies on it. Great value,4,True,0,2016-12-14
81824,Great alternative to iPad Mini,Great alternative to iPad Mini. Great for Amazon Prime members,5,True,0,2016-12-14
71524,Hi Def is great and speed better than the past,I had gotten this primarily to watch movies and run some basic internet programs. I have been very pleased to date with the speed of the processor and picture quality.,5,True,0,2016-12-14
20024,Great device for my sons games,This is a great device for my sons games since he was always using my iphone.,5,True,0,2016-12-14
17127,Kindle baby,This is a great gift for my 6 year old nephew. He will enjoy it for hours.,5,True,0,2016-12-10
96630,Great Price,I need a table that had more memory to start with. This fit the bill. I had a kindle before but mine did not have a camera like this one . This make it easier to capture picture instead of having to stop and use my phone.,5,True,0,2016-12-10
45130,Love it,Love my new kindle bought it to replace a 7 inch and I love it.,5,True,0,2016-12-09
34830,Love my Kindle,Love my Kindle. It has taken over the place of my laptop completely with all other added benefits.,5,True,0,2016-12-09
24530,New kindle,This is our 5th kindle. We love these. They are easy to use and the screen is a nice size. They are lightweight and great for reading.,4,True,0,2016-12-09
3930,Excellent tablet,I purchased this for my daughter for Christmas. I own one as well and I love it.,5,True,0,2016-12-08
83433,Great to use on go,Great HD features. Makes it easy to travel with and be on the go and see all your shows.,4,True,0,2016-12-08
73133,fun tablet,i like the tablet only thing is im not a fan of the amazon app store. wish it had google play.,4,True,0,2016-12-08
62833,Great,I know my granddaughter will love it. She has an older one that was given to her,4,True,0,2016-12-08
52533,Good value for the price,For the most part I like the tablet. Got it for my mother. The con is you have to use Amazon for apps.,4,True,0,2016-12-07
31933,Images,I like the low light mode the extra memory and a great price compared to the others,5,True,0,2016-12-07
11333,Not so much,Nice tablet but as usual with these items no instructions on how to get started,3,False,0,2016-12-07
80536,Great Tablet Great Price,Excellent pick up during the Black Friday Sales. Not too big not to small. This tablet bundled up with Amazon Prime service is a great combo of inexpensive entertainment.,5,True,0,2016-12-07
59936,Purchased as a gift,Works very well for light tablet use and great for reading.,5,True,0,2016-12-07
87939,Geeat tablet,Working great as a first tablet for my grandson. He loves it,5,True,0,2016-12-07
67339,Works great,Definitely an amazing deal at an amazing price on Black Friday weekend,5,True,0,2016-12-07
57039,Amazing product,Amazing product from Amazon within budget and get the best outcome of it,5,True,0,2016-12-07
46739,Great reader,It was by far the best deal out there for the money very happy,5,True,0,2016-12-07
15839,One of the best,Easy to use and elegant in design. Perfect Gift for Kids.,5,True,0,2016-12-07
85042,Great Tablet,My wife and kids love it. Easy to use. Great for the price.,5,True,0,2016-12-07
64442,Fun for kids,Thought this would be a great gift for the kids and the price was right,4,True,0,2016-12-07
43842,Christmas gift,Bought this for a Christmas gift. Have heard good things about them and it was a recommended buy.,4,True,0,2016-12-07
33542,Great for kids,It is awesome with low price and high quality. My daughters like it very much.,5,True,0,2016-12-07
2642,Great for kids,Bought for our 6 year old. Great parental controls allow you to keep track and monitor use. Would recommend for others to get for their children,4,True,0,2016-12-07
71845,cheap tablet and great,excellent tablet for this price is wonderfull and great performance,5,True,0,2016-12-07
61545,Great,Had to buy a new kindle because on my fire hd 7 the battery quit holding a charge. Was told there was nothing you could do.,5,True,0,2016-12-07
58648,best at it price,very good product in its price range affordable and very good,4,True,0,2016-12-05
48348,Ok for the price,The tablet works fine. But speakers are not that great If you want a good cheap tablet that works this is it.,4,True,1,2016-12-05
38048,Lightweight and sleek,For the price guy cannot beat it great for watching videos or streaming television.,4,True,1,2016-12-05
7148,Good buy,Inexpensive tablet. Funtional and great for reading. It has the blue screen that make it great for reading.,5,True,0,2016-12-04
96951,Good for price,Great graphics for price compared to other brands.,5,True,0,2016-12-04
86651,Gift,Purchased for my nephew for Christmas. I know he will enjoy it. After I read the reviews there are a variety of things he can do on it for a 13 year old.,5,True,0,2016-12-04
55751,Does everything I need,My first tablet and it is just perfect for a beginner like me. Easy to use and just the right size. I use it when I just need to check something quickly on the internet without having to turn on my desk top computer. Very fast.,5,True,1,2016-12-03
14551,Bought two of these.,Bought two of these for my grandson and grand daughter and they love them. I like the parental controls and the apps.,5,True,0,2016-12-03
4251,Great quality for price,Perfect device for my kids. Easy to use with lots of features.,5,True,0,2016-12-03
83754,I love this product.,I have had two previous kindles since they where first available. I really like all the new upgrades. The screen is very crisp and clean. The color is great. Much easier to look for books.,5,True,0,2016-12-03
42554,Great tablet,We are really pleased with this tablet. The color is great.,5,True,0,2016-12-02
32254,Good but...,At this price point it is very good. But having being used ipad the display doesnt look sharp. Amazon app store lacks content. Overall good for my 9 yr old.,3,True,0,2016-12-02
11654,Good tablet,The tablet works good.. good price point .. would buy again,4,True,0,2016-12-02
70557,Great item,It works great for all my needs to check my emails,5,True,0,2016-12-02
8757,great for kids,love it i got it for my kids its more durable than a apple table,4,True,0,2016-12-01
77960,Love It,I have been a Kindle Fire user for years. This new one is amazing. I like being able to store information on a SD card.,5,True,0,2016-11-30
47060,Weak wifi,The wifi would drop often to where I could not listen to Spotify or other services without buffering.,2,False,1,2016-11-28
82466,The best tablet,This suited my exact needs which was a mobile way of watching netflix.,5,True,0,2017-01-30
51566,Great Kindle Fire 8,It has been one of the best purchases ever. It is very simple to use.,5,True,0,2017-01-29
20666,Great for my kids.,The tablet works great so far. The parent features are nice also.,5,True,0,2017-01-29
58969,My wife loves this,Got this for my wife. She uses it daily to read She really lokes it.,4,True,0,2017-01-28
38369,Great tablet,This is a great tablet for the price. I have one that I purchased a few years ago and use it much more than my laptop. Recently purchased two more for gifts.,5,True,0,2017-01-28
28069,Good basic protection,Does the job when I travel and I would recommend to a friend,5,True,0,2017-01-28
7469,Good buy for the money,I like my tablet. Been doing a lot more reading than normal with it. Only disspoinment is that my TV has automatic Chromecast and you cannot cast to it on my Toshiba TV. Works on others. TVs. I like it.,4,True,0,2017-01-28
97272,Perfect,Perfect tablet for my 8 year old without spending a fortune. I love how it has parental controls so I can limit his time playing.,5,True,0,2017-01-27
76672,Good tablet for great price,Purchased the tablet because it was a very reasonable price. It has ended up being a good tablet.,5,True,0,2017-01-27
66372,Great gift for electronically challenged adults.,I bought this for my mom because she is too scared to even use her laptop. I thought this looked more user friendly since she knows my 5 year old nephew can use an iPad.,5,True,0,2017-01-27
35472,Great Device,Great product. Device performed as described. Great reviews.,5,True,0,2017-01-27
14872,very easy to use,I bought this for my 86 year old father. he loves it. finds it very easy to use,5,True,0,2017-01-27
4572,great for bebinners into 21st century,perfect gift perfect price for my wife to bring her into the technilogical modern world we live in,5,True,0,2017-01-27
94375,Enjoy it,Enjoying the kindle reading watching movies playing games,5,True,0,2017-01-26
84075,Great for low price.,Convenient and easy for my 10 year old to use to do homework on.,4,True,0,2017-01-26
63475,great product for reader,Bought it for my 89 year old mom. She has enjoyed reading on it. Easy to use,5,True,0,2017-01-26
91478,Great budget tablet,This tablet was great. I bought it for my sister on christmas and she loves it. It is great for surfing the web and watching videos.,4,True,0,2017-01-25
9078,Great tablet,We love our tablets waiting recommend it to my friends,4,True,0,2017-01-24
37081,Great for my dad,Bought this for my dad food Christmas and he loves it.,5,True,0,2017-01-24
16481,Great device,This is just an awesome tablet for the price and the features it has,5,True,0,2017-01-24
95984,Great,I so happy I can recommend this good thanks Best Buy is the number one,5,True,0,2017-01-24
75384,Great beginner tablet,My 10 year old uses it at school to scan qr codes and do his online math.,5,True,0,2017-01-24
54784,Great purchase,I have always been an iPad user but I love the kindle fire 8. It has everything you need and more and so much less expensive.,5,True,0,2017-01-24
23884,Great value for the price,I got everything I need for personal use. A great value for a cheap price.,4,True,0,2017-01-24
3284,perfect Christmas stocking stuffer,I love it for reading magazines and checking my email.,5,True,0,2017-01-23
31287,Perfect,Got this as a gift for my Mom who reads a ton. She loves it for reading and great portability. Great tablet for the price.,5,True,0,2017-01-23
387,My daughter loved it,.Great resolution. Camera quality not so good tho. Gave it one less star for the camera. But overall its a great tablet,4,True,0,2017-01-23
18090,nice small tablet,the fire tablet is a nice size and is easy to use it is better then the 7in fire,4,True,0,2017-01-23
87293,Great substitute for a tablet. Not just for readin,Great item. My teen lives it. This item offers more than just reading.,5,True,0,2017-01-23
46093,Great Tablet,Was looking for a tablet with expandable memory that was reliable. Amazon Tablet was the best choice,5,True,0,2017-01-23
25493,Great price and value,Cannot beat the value and features that this product offers for the low price point.,4,True,0,2017-01-23
4893,Very Good Product,This tablet absolutely surprised me. The screen is awesome and the battery life is great.,5,True,0,2017-01-23
63796,Excellent product,Gecksqd. Helpful in understanding different things .,5,True,0,2017-01-23
53496,Great Book Reader with lots of extra features,Upgrade from old Kindle Reader whose charger quit working android system easy to use,5,True,0,2017-01-23
32896,Best deal,Got this for my mom. Decent tablet not heavy and good pirce. She loves it.,5,True,0,2017-01-23
60899,Good product,It was great product. the price which I got it was great.,3,True,0,2017-01-23
29999,Enjoyed,Our first tablet. Purchased for my husband prior to a long train trip. Downloaded movies had Internet and was great for traveling.,5,True,0,2017-01-23
58002,Great Product,I have an original Kindle Fire and am really enjoying my new updated version. Larger screen and very easy to navigate.,5,True,0,2017-01-23
37402,Bought as a gift,We purchased this as a gift. Researching and word of mouth led us to purchase this one. Very user friendly.,5,True,0,2017-01-23
96305,Great,It was a gift. The individual thoroughly enjoys it.,4,True,0,2017-01-23
55105,Great product,Great price. Easy start up easy to use.. large memory Great product,4,True,0,2017-01-23
3605,Great starter Tablet,My 15 year old is curious about adult material. But with this tablet you can control so much of the content he sees. You can even control how much he learns before watching videos and games.,5,True,0,2017-01-23
41908,good for Wifi finatic kids,I am satisfied with my products. I look weekly for a good deal. I look forward to more deals,4,False,0,2017-01-23
11008,Great Tablet,It is a reliable easy to use tablet. Holds charge well and provides for my needs.,5,True,0,2017-01-23
90511,Great tablet,My grandson love this tablet alot of great games and learning activities.,5,True,0,2017-01-23
80211,Best budget tablet period,This smokes the Fire 7 which I picked up last year. Powerful and great screen for streaming...cannot go wrong for the price.,5,True,0,2017-01-23
28711,Great for children,My son loves it. There are a lot of kid friendly apps available.,5,True,0,2017-01-23
46414,Great for games,My wife uses this for playing on line games. She loves it,4,True,0,2017-01-23
74417,Great tablet.,I need a tablet to begin exploring google and kindle fire was a great choice.,4,True,0,2017-01-23
33217,Nice for the price,Cheaper than the paper white and has more abilities,4,True,0,2017-01-23
61220,Good Tablet for the Price,Does a good job of performing basic functions and provides a good amount of entertainment. Good for watching movies or playing simple games or performing simple tasks. Looks good. Seems like it is well made and of good quality materials. Have not had any problems. Battery life is great for the price. Amazon sells a quality product.,4,True,0,2017-01-23
50920,Great product,I am happy to get this product and i would also recommend this to my friends,4,True,0,2017-01-22
9720,Quick and responsive without the Apple price tag,If your looking for a great tablet without the high price this is the tablet for you...,4,True,0,2017-01-21
37723,Great value,Works great and has an excellent screen size. You cannot go wrong for the price unless you need to install google apps. Amazon blocks them although I have heard there are work arounds.,5,True,0,2017-01-21
6823,Great for a first time user,It was easy to set up and use and the screen is big enough to play games on,5,True,0,2017-01-20
96626,Great tablet,Its a nice tablet however it could be better but you get what you pay for,4,True,0,2017-01-20
86326,I love these Kindles so much,My grandbabie love their kindles this is the 8th Kindle I buy for them,5,True,0,2017-01-20
65726,First experience with technology,First experience with a tablet for my husband who likes it and uses it all the time. We like it.,5,True,0,2017-01-20
55426,yes it is a great tablet.,I bought this for my niece for a Christmas gift.she is 9 years old and she love it.,4,True,0,2017-01-20
73129,Older Grand Kid Gift,The battery life is great.Last on a bus trip to kept he quiet.,5,True,0,2017-01-19
62829,Nice tablet,I got this for my wife and she loves it. Great speed and display,5,True,0,2017-01-19
52529,Great starter tablet.,Gift for our son and he is really enjoying it. He can read as well as play games.,4,True,0,2017-01-19
21629,Love the Kindle Tablets,Enjoyed the Kindle 7 and now this better version as well.,4,True,0,2017-01-19
70232,excellebt tablet,this tablet is excellent i use it on the couch inthe bedroom and in the car too i simplty love it,5,True,0,2017-01-19
29032,Excellent for reading,Very good picture and it even takes pictures which is awwsome. You even get a free month of Amazon prime which came in very handy around Christmas Time,5,True,0,2017-01-19
8432,Tablet,Screen size good for older people. Great resolution and easy to use.,5,True,0,2017-01-18
15835,3rd time is the charm,I will try again for the 3rd time with my new Amazon Fire. It seems to have nice upgrades.,4,True,0,2017-01-18
5535,Really great tablet for the price,This tablet works as well or better than my iPad. It is quicker and simpler to use with better speed and reaction.,5,True,0,2017-01-18
85038,Wonderful Tablet,This is almost as good as my iPad mini. i love my apple iPad however this is a great backup.,5,True,0,2017-01-18
74738,Great price,Tablet is great does everythimg as it should. Great entry level tablet,5,True,0,2017-01-18
12938,Great Product,The reader was easy to setup for a novice reader and email user.,5,True,0,2017-01-18
20341,great multi use tablet,My daughter gets great use with this tablet. She loves to read so she gets best of both worlds. She can get her books and surf the web. Fsntastic buy,5,True,0,2017-01-18
89544,My mom loves it,I bought this for my mom. She loves the convince of reading her books on there,5,True,0,2017-01-18
79244,Perfect size screen for easy viewing,This product is easy to use and take along with you,5,True,0,2017-01-18
17444,Easy tablet to use,I was in the middle of moving and didnt want to get a new labtop and found this Amazon Fire for a good price. Ive been very happy with it. If your looking for a cheap easy to use tablet look no further.,5,True,0,2017-01-18
7144,Good choice for my kids,This is a very good product my kids do homework on it,5,True,0,2017-01-18
96947,Great for kids,Bought this for our 6 year old daughter and she uses it daily. She enjoys watching movies on it and playing learning games. So far it has been very durable and battery life has been great.,5,True,0,2017-01-18
45447,works well,the fire hd is great for reading kindle books . Its pretty slow for surfing the web. If your looking for a great kindle this is it. I would not recommend this for surfing the web.,4,True,0,2017-01-18
94050,Great Kindle,Love the kindle and the price was excellent. I would recommend it.,5,True,0,2017-01-18
